1.051682,2.640434,9.328914,0.084500,-0.034429,-0.034588,25.70,-21.74,-37.89,
1.022950,2.626069,9.314548,0.084500,-0.034429,-0.034588,25.70,-21.74,-37.89,
1.037316,2.630857,9.309760,0.084500,-0.034429,-0.034588,24.87,-21.27,-36.25,
1.094780,2.693109,9.276239,0.084500,-0.034429,-0.034588,24.87,-21.27,-36.25,
1.118723,2.865501,9.228352,0.084500,-0.034429,-0.034588,24.19,-21.91,-36.92,
1.171398,2.889444,9.218775,0.084500,-0.034429,-0.034588,24.19,-21.91,-36.92,
1.286326,2.879867,9.281027,0.084500,-0.034429,-0.034588,24.53,-21.77,-38.71,
1.315058,2.788882,9.314548,0.084500,-0.034429,-0.034588,24.86,-22.05,-36.75,
1.291115,2.736207,9.352857,0.084500,-0.034429,-0.034588,23.87,-20.68,-38.04,
1.224074,2.755362,9.391166,0.084500,-0.034429,-0.034588,23.87,-20.68,-38.04,
1.176187,2.702687,9.467784,0.084500,-0.034429,-0.034588,25.37,-21.28,-37.56,
1.142667,2.673955,9.530037,-0.038008,0.058250,0.185925,24.53,-21.73,-35.94,
1.042105,2.645223,9.558769,-0.038008,0.058250,0.185925,24.52,-22.53,-36.76,
0.960698,2.602125,9.649753,-0.038008,0.058250,0.185925,24.52,-22.53,-36.76,
0.879291,2.669166,9.707217,-0.038008,0.058250,0.185925,24.51,-23.01,-38.24,
0.850559,2.635646,9.798201,-0.038008,0.058250,0.185925,23.86,-21.90,-36.10,
0.797884,2.616491,9.822144,-0.038008,0.058250,0.185925,23.01,-21.92,-36.92,
0.726054,2.606914,9.764680,-0.038008,0.058250,0.185925,23.01,-21.92,-36.92,
0.659013,2.448889,9.659331,-0.038008,0.058250,0.185925,23.53,-21.15,-38.05,
0.591972,2.343538,9.544403,-0.038008,0.058250,0.185925,24.02,-21.76,-37.57,
0.639859,2.343538,9.439053,-0.038008,0.058250,0.185925,24.19,-22.37,-36.43,
0.692534,2.295652,9.357645,-0.038008,0.058250,0.185925,24.19,-22.37,-36.43,
0.726054,2.286075,9.276239,-0.038008,0.058250,0.185925,24.53,-21.76,-37.57,
0.855348,2.305229,9.170888,-0.038008,0.058250,0.185925,24.20,-21.12,-36.09,
1.066048,2.319595,9.161311,-0.038008,0.058250,0.185925,23.69,-21.30,-37.89,
1.267171,2.468043,9.218775,-0.047595,-0.008862,-0.415959,23.69,-21.30,-37.89,
1.473083,2.630857,9.233140,-0.047595,-0.008862,-0.415959,24.19,-22.37,-36.43,
1.645474,2.788882,9.204409,-0.047595,-0.008862,-0.415959,23.86,-21.60,-36.91,
1.707727,2.970851,9.242718,-0.047595,-0.008862,-0.415959,23.87,-20.36,-37.71,
1.774768,3.090567,9.247507,-0.047595,-0.008862,-0.415959,23.19,-21.31,-37.89,
1.956737,3.239015,9.300182,-0.047595,-0.008862,-0.415959,23.19,-21.31,-37.89,
2.133917,3.411407,9.376800,-0.047595,-0.008862,-0.415959,24.03,-20.97,-37.07,
2.191380,3.449716,9.391166,-0.047595,-0.008862,-0.415959,25.40,-19.70,-35.91,
2.258421,3.425773,9.348069,-0.047595,-0.008862,-0.415959,25.40,-19.70,-35.91,
2.124339,3.248593,9.386378,-0.047595,-0.008862,-0.415959,25.06,-19.57,-38.03,
1.985468,3.085779,9.352857,-0.047595,-0.008862,-0.415959,24.70,-21.13,-37.72,
1.894484,3.013949,9.352857,-0.047595,-0.008862,-0.415959,24.21,-20.35,-37.22,
1.961525,3.095356,9.400743,-0.047595,-0.008862,-0.415959,25.38,-20.94,-35.92,
1.971102,3.119299,9.439053,-0.096598,0.172235,0.253037,25.38,-20.94,-35.92,
1.832232,3.138454,9.381588,-0.096598,0.172235,0.253037,25.38,-20.96,-37.55,
1.717304,3.138454,9.295393,-0.096598,0.172235,0.253037,23.71,-20.04,-37.06,
1.540124,3.076201,9.233140,-0.096598,0.172235,0.253037,23.69,-21.76,-36.75,
1.463506,2.980428,9.252295,-0.096598,0.172235,0.253037,23.69,-21.76,-36.75,
1.348578,2.817614,9.309760,-0.096598,0.172235,0.253037,24.70,-21.15,-39.19,
1.195342,2.673955,9.285816,-0.096598,0.172235,0.253037,25.55,-20.65,-37.71,
1.085203,2.616491,9.233140,-0.096598,0.172235,0.253037,24.19,-21.91,-37.24,
0.912812,2.539873,9.180465,-0.096598,0.172235,0.253037,24.19,-21.91,-37.24,
0.840982,2.463254,9.161311,-0.096598,0.172235,0.253037,25.89,-20.33,-37.22,
0.807461,2.381847,9.170888,-0.096598,0.172235,0.253037,23.88,-19.88,-36.89,
0.817039,2.310018,9.185255,-0.096598,0.172235,0.253037,23.88,-19.88,-36.89,
0.793095,2.353116,9.156522,-0.096598,0.172235,0.253037,23.88,-19.88,-36.89,
0.807461,2.357904,9.161311,-0.028420,0.099796,0.194447,24.20,-21.13,-36.91,
0.802673,2.381847,9.180465,-0.028420,0.099796,0.194447,24.20,-21.13,-36.91,
0.869714,2.353116,9.261873,-0.028420,0.099796,0.194447,25.04,-21.57,-35.77,
0.917600,2.391425,9.314548,-0.028420,0.099796,0.194447,25.04,-21.57,-35.77,
0.917600,2.482409,9.319336,-0.028420,0.099796,0.194447,25.04,-21.57,-35.77,
0.903234,2.429734,9.405532,-0.028420,0.099796,0.194447,23.70,-21.28,-35.93,
0.946332,2.424945,9.467784,-0.028420,0.099796,0.194447,23.70,-21.28,-35.93,
0.931966,2.482409,9.563557,-0.028420,0.099796,0.194447,23.70,-21.28,-35.93,
0.984641,2.482409,9.582712,-0.028420,0.099796,0.194447,24.05,-20.03,-36.73,
0.955909,2.520718,9.606656,-0.028420,0.099796,0.194447,24.05,-20.03,-36.73,
0.903234,2.539873,9.587501,-0.028420,0.099796,0.194447,24.05,-20.05,-37.87,
0.908023,2.544661,9.616232,-0.028420,0.099796,0.194447,24.05,-20.05,-37.87,
0.888868,2.482409,9.597078,-0.028420,0.099796,0.194447,24.05,-20.05,-37.87,
0.903234,2.458466,9.616232,-0.029485,-0.014189,-0.045241,24.71,-21.11,-36.42,
0.936755,2.448889,9.525248,-0.029485,-0.014189,-0.045241,24.71,-21.11,-36.42,
0.797884,2.381847,9.506093,-0.029485,-0.014189,-0.045241,24.71,-21.11,-36.42,
0.793095,2.257343,9.515671,-0.029485,-0.014189,-0.045241,24.69,-21.92,-38.06,
0.821827,2.228611,9.534826,-0.029485,-0.014189,-0.045241,24.69,-21.92,-38.06,
0.817039,2.204668,9.644965,-0.029485,-0.014189,-0.045241,24.72,-20.33,-36.08,
0.955909,2.204668,9.764680,-0.029485,-0.014189,-0.045241,24.72,-20.33,-36.08,
1.046894,2.228611,9.793413,-0.029485,-0.014189,-0.045241,24.72,-20.33,-36.08,
1.147455,2.353116,9.831722,-0.029485,-0.014189,-0.045241,23.87,-20.37,-38.86,
1.281537,2.472832,9.822144,-0.029485,-0.014189,-0.045241,23.87,-20.37,-38.86,
1.343790,2.606914,9.735949,-0.029485,-0.014189,-0.045241,23.87,-20.37,-38.86,
1.315058,2.769728,9.654541,-0.029485,-0.014189,-0.045241,24.70,-21.89,-36.10,
1.324635,2.822403,9.530037,-0.029485,-0.014189,-0.045241,24.70,-21.89,-36.10,
1.319846,2.827192,9.453418,0.002473,-0.050408,-0.134725,24.19,-21.59,-36.91,
1.324635,2.841558,9.381588,0.002473,-0.050408,-0.134725,24.19,-21.59,-36.91,
1.195342,2.731419,9.324125,0.002473,-0.050408,-0.134725,24.19,-21.59,-36.91,
1.161821,2.750573,9.271450,0.002473,-0.050408,-0.134725,26.22,-21.24,-35.44,
1.286326,2.803248,9.285816,0.002473,-0.050408,-0.134725,24.89,-19.72,-37.54,
1.334212,2.822403,9.381588,0.002473,-0.050408,-0.134725,24.89,-19.72,-37.54,
1.343790,2.736207,9.448630,0.002473,-0.050408,-0.134725,25.05,-20.35,-38.04,
1.348578,2.702687,9.486939,0.002473,-0.050408,-0.134725,25.38,-21.27,-37.07,
1.257594,2.745785,9.462996,0.002473,-0.050408,-0.134725,25.03,-21.91,-37.73,
1.243228,2.769728,9.410321,0.002473,-0.050408,-0.134725,23.71,-19.74,-37.71,
1.195342,2.779305,9.386378,0.002473,-0.050408,-0.134725,23.71,-19.74,-37.54,
0.951121,2.717053,9.281027,0.002473,-0.050408,-0.134725,23.87,-20.66,-36.90,
0.908023,2.654800,9.261873,0.002473,-0.050408,-0.134725,25.38,-20.97,-38.21,
0.946332,2.597337,9.237930,-0.061444,0.138146,0.213622,25.38,-20.97,-38.21,
0.869714,2.635646,9.271450,-0.061444,0.138146,0.213622,23.69,-21.76,-37.08,
0.855348,2.616491,9.285816,-0.061444,0.138146,0.213622,23.02,-21.62,-37.73,
0.845770,2.669166,9.343279,-0.061444,0.138146,0.213622,23.87,-20.66,-36.41,
0.903234,2.693109,9.458208,-0.061444,0.138146,0.213622,24.04,-20.52,-37.88,
0.850559,2.563816,9.453418,-0.061444,0.138146,0.213622,24.04,-20.52,-37.88,
0.726054,2.520718,9.486939,-0.061444,0.138146,0.213622,24.54,-20.51,-37.55,
0.596761,2.463254,9.448630,-0.061444,0.138146,0.213622,24.55,-20.49,-36.25,
0.644647,2.463254,9.443841,-0.061444,0.138146,0.213622,24.55,-20.49,-36.25,
