5.498 4.168 100000 100000 100000 100000 100000 100000 100000 8.439 -1.482 0 0 0 0 0 0 0 2.7327423 28176
5.473 4.148 100000 100000 100000 100000 100000 100000 100000 7.117 -0.651 0 0 0 0 0 0 0 2.747935 28282
5.48 4.149 100000 100000 100000 100000 100000 100000 100000 6.593 -1.365 0 0 0 0 0 0 0 2.6583142 28388
5.48 4.076 100000 100000 100000 100000 100000 100000 100000 6.08 -0.739 0 0 0 0 0 0 0 2.7932663 28493
5.468 4.113 100000 100000 100000 100000 100000 100000 100000 7.728 -0.248 0 0 0 0 0 0 0 2.6769922 28599
5.502 4.181 100000 100000 100000 100000 100000 100000 100000 6.112 -1.474 0 0 0 0 0 0 0 2.779524 28705
5.436 4.063 100000 100000 100000 100000 100000 100000 100000 5.907 -3.719 0 0 0 0 0 0 0 2.6516073 28810
6.301 5.467 4.095 100000 100000 100000 100000 100000 100000 8.885 6.536 -0.659 0 0 0 0 0 0 2.7491093 28916
5.468 4.167 100000 100000 100000 100000 100000 100000 100000 3.958 0.612 0 0 0 0 0 0 0 2.6629114 29021
6.268 5.472 4.17 100000 100000 100000 100000 100000 100000 5.289 4.122 0.109 0 0 0 0 0 0 2.5409265 29127
5.477 4.205 100000 100000 100000 100000 100000 100000 100000 6.111 -3.442 0 0 0 0 0 0 0 2.6770568 29233
5.476 4.188 100000 100000 100000 100000 100000 100000 100000 8.311 -1.232 0 0 0 0 0 0 0 2.622223 29338
5.488 100000 100000 100000 100000 100000 100000 100000 100000 7.901 0 0 0 0 0 0 0 0 2.6591763 29444
5.466 4.476 100000 100000 100000 100000 100000 100000 100000 9.486 1.334 0 0 0 0 0 0 0 2.6208408 29550
5.483 4.537 100000 100000 100000 100000 100000 100000 100000 11.518 3.846 0 0 0 0 0 0 0 2.5367532 29655
5.467 100000 100000 100000 100000 100000 100000 100000 100000 10.785 0 0 0 0 0 0 0 0 2.6730907 29761
5.469 4.496 100000 100000 100000 100000 100000 100000 100000 7.539 3.3 0 0 0 0 0 0 0 2.5233793 29866
6.381 4.044 100000 100000 100000 100000 100000 100000 100000 8.219 -2.769 0 0 0 0 0 0 0 2.5074317 29972
4.118 100000 100000 100000 100000 100000 100000 100000 100000 -2.391 0 0 0 0 0 0 0 0 2.666696 30078
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 4.3342996 30183
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.6335328 30289
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.575148 30395
5.171 100000 100000 100000 100000 100000 100000 100000 100000 -4.607 0 0 0 0 0 0 0 0 2.6579413 30500
4.01 5.096 100000 100000 100000 100000 100000 100000 100000 -3.622 -7.489 0 0 0 0 0 0 0 2.6979518 30606
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.666696 30711
5.066 100000 100000 100000 100000 100000 100000 100000 100000 -3.482 0 0 0 0 0 0 0 0 2.6871638 30817
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.803463 30923
4.096 100000 100000 100000 100000 100000 100000 100000 100000 -3.901 0 0 0 0 0 0 0 0 2.6836681 31028
4.06 100000 100000 100000 100000 100000 100000 100000 100000 0.128 0 0 0 0 0 0 0 0 2.8115864 31134
3.996 100000 100000 100000 100000 100000 100000 100000 100000 -0.122 0 0 0 0 0 0 0 0 2.7196434 31240
4.055 100000 100000 100000 100000 100000 100000 100000 100000 -1.137 0 0 0 0 0 0 0 0 2.666696 31345
4.072 100000 100000 100000 100000 100000 100000 100000 100000 -0.569 0 0 0 0 0 0 0 0 2.6758022 31451
4.11 100000 100000 100000 100000 100000 100000 100000 100000 -2.26 0 0 0 0 0 0 0 0 2.7064288 31557
6.262 4.27 100000 100000 100000 100000 100000 100000 100000 4.552 -0.695 0 0 0 0 0 0 0 2.6194828 31662
4.288 100000 100000 100000 100000 100000 100000 100000 100000 -1.92 0 0 0 0 0 0 0 0 2.6881716 31768
6.295 3.89 100000 100000 100000 100000 100000 100000 100000 -0.31 -5.31 0 0 0 0 0 0 0 2.6087048 31873
3.91 100000 100000 100000 100000 100000 100000 100000 100000 -3.268 0 0 0 0 0 0 0 0 2.6743274 31979
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.5651925 32085
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.6087048 32190
5.287 100000 100000 100000 100000 100000 100000 100000 100000 5.239 0 0 0 0 0 0 0 0 2.522241 32296
5.271 100000 100000 100000 100000 100000 100000 100000 100000 7.937 0 0 0 0 0 0 0 0 2.5233793 32402
5.289 4.065 100000 100000 100000 100000 100000 100000 100000 4.931 4.839 0 0 0 0 0 0 0 2.416697 32507
5.278 4.057 100000 100000 100000 100000 100000 100000 100000 4.297 3.446 0 0 0 0 0 0 0 2.4873657 32613
4.086 5.293 100000 100000 100000 100000 100000 100000 100000 3.756 3.113 0 0 0 0 0 0 0 2.4966404 32718
4.056 5.28 100000 100000 100000 100000 100000 100000 100000 4.153 2.967 0 0 0 0 0 0 0 2.5424273 32824
4.064 5.258 100000 100000 100000 100000 100000 100000 100000 3.019 0.969 0 0 0 0 0 0 0 2.4650345 32930
4.097 100000 100000 100000 100000 100000 100000 100000 100000 -1.501 0 0 0 0 0 0 0 0 2.2703087 33035
4.157 100000 100000 100000 100000 100000 100000 100000 100000 -5.602 0 0 0 0 0 0 0 0 2.3335657 33141
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.2934346 33247
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.2551703 33352
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.196679 33458
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.074151 33563
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.2013967 33669
6.522 100000 100000 100000 100000 100000 100000 100000 100000 -3.306 0 0 0 0 0 0 0 0 2.1659217 33775
4.543 6.566 100000 100000 100000 100000 100000 100000 100000 0.245 -3.054 0 0 0 0 0 0 0 2.0260515 33880
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.0468397 33986
6.09 100000 100000 100000 100000 100000 100000 100000 100000 0.588 0 0 0 0 0 0 0 0 2.0574298 34092
6.076 100000 100000 100000 100000 100000 100000 100000 100000 3.806 0 0 0 0 0 0 0 0 2.0174887 34197
6.105 5.001 100000 100000 100000 100000 100000 100000 100000 -1.218 -7.117 0 0 0 0 0 0 0 2.0489395 34303
6.064 100000 100000 100000 100000 100000 100000 100000 100000 0.455 0 0 0 0 0 0 0 0 1.8781784 34409
6.015 100000 100000 100000 100000 100000 100000 100000 100000 -6.164 0 0 0 0 0 0 0 0 2.0068336 34514
6.083 100000 100000 100000 100000 100000 100000 100000 100000 -5.404 0 0 0 0 0 0 0 0 1.9116851 34620
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 2.015395 34725
100000 100000 100000 100000 100000 100000 100000 100000 100000 0 0 0 0 0 0 0 0 0 1.9415039 34831
