1893	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-4129	0	0	0	0	0	0	0	00.19	-0.14	-0.02	-0.09	-0.02	1.00	26.98	3.12	-0.08	2.67
2.67	12846	1898	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-4692	0	0	0	0	0	0	0	00.08	-0.02	0.03	-0.09	-0.02	1.00	26.98	3.12	-0.08	2.67
2.67	12945	2.62	134127	1915	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2745	0	0	0	0	0	0	0	0-0.11	0.17	0.00	-0.08	-0.02	1.01	27.64	3.12	-0.08	2.62
2.62	134227	1909	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2461	0	0	0	0	0	0	0	00.11	-0.06	-0.11	-0.08	-0.02	1.01	27.64	3.13	-0.08	2.62
2.62	134326	1910	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-3350	0	0	0	0	0	0	0	00.08	-0.09	-0.05	-0.08	-0.02	1.00	27.64	3.13	-0.08	2.62
2.62	134426	1902	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2528	0	0	0	0	0	0	0	0-0.03	0.06	-0.06	-0.08	-0.02	1.00	27.64	3.13	-0.08	2.62
2.62	134525	1895	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2391	0	0	0	0	0	0	0	00.05	0.02	-0.09	-0.08	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	134625	1893	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-3066	0	0	0	0	0	0	0	00.05	-0.09	-0.08	-0.09	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	134724	1913	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2783	0	0	0	0	0	0	0	0-0.06	0.08	0.00	-0.08	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	134824	1900	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-1883	0	0	0	0	0	0	0	00.14	-0.05	0.02	-0.08	-0.02	1.01	27.64	3.12	-0.08	2.62
2.62	134923	1902	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2703	0	0	0	0	0	0	0	0-0.14	0.06	-0.09	-0.08	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	135023	1908	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-1943	0	0	0	0	0	0	0	0-0.14	0.05	-0.17	-0.09	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	135122	1901	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2054	0	0	0	0	0	0	0	00.17	-0.19	-0.05	-0.08	-0.01	1.01	27.64	3.12	-0.08	2.62
2.62	135222	1902	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-2279	0	0	0	0	0	0	0	00.05	-0.02	-0.08	-0.09	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	135321	1905	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-1983	0	0	0	0	0	0	0	0-0.16	0.14	0.08	-0.09	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	135421	1891	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-3902	0	0	0	0	0	0	0	0-0.03	-0.06	-0.11	-0.08	-0.02	1.00	27.64	3.12	-0.08	2.62
2.62	135520	1909	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	100000000.00	-1882	0	0	0	0	0	0	0	00.06	0.03	-0.05	-0.09	-0.02	1.00	27.64	3.12	-0.08	2.62
