-29.681118	-21.136554	-70.754989	
-29.681118	-21.136554	-70.754989	
-28.481882	-22.485694	-72.104133	
-28.481882	-22.485694	-72.104133	
-28.78169	-21.736171	-72.104133	
-28.78169	-21.736171	-72.104133	
-29.381309	-22.33579	-70.754989	
-29.381309	-22.33579	-70.754989	
-27.432548	-23.535028	-71.954223	
-27.432548	-23.535028	-71.954223	
-30.280736	-22.185886	-72.104133	
-28.182071	-23.535028	-71.504508	
-28.182071	-23.535028	-71.504508	
-28.931594	-21.586267	-71.954223	
-28.931594	-21.586267	-71.954223	
-28.032167	-23.235218	-71.054801	
-28.032167	-23.235218	-71.054801	
-28.78169	-22.935409	-72.104133	
-28.78169	-22.935409	-72.104133	
-28.481882	-23.235218	-71.354606	
-28.481882	-23.235218	-71.354606	
-27.882263	-22.785505	-71.204704	
-27.732358	-21.736171	-70.605087	
-27.732358	-21.736171	-70.605087	
-28.032167	-21.736171	-71.054801	
-28.032167	-21.736171	-71.054801	
-29.381309	-22.33579	-71.954223	
-29.381309	-22.33579	-71.954223	
-28.032167	-21.736171	-71.054801	
-28.032167	-21.736171	-71.054801	
-29.231405	-24.134647	-71.354606	
-29.231405	-24.134647	-71.354606	
-27.732358	-24.434455	-71.654418	
-27.882263	-23.085313	-70.455177	
-28.032167	-24.434455	-71.054801	
-29.381309	-22.785505	-71.204704	
-29.381309	-24.284551	-70.455177	
-28.481882	-24.434455	-70.305274	
-28.931594	-24.734266	-71.954223	
-28.931594	-25.783597	-70.455177	
-28.931594	-24.734266	-69.705657	
-28.182071	-27.432548	-70.155372	
-28.481882	-24.88417	-69.85556	
-28.631786	-26.533121	-69.705657	
-28.631786	-28.182071	-68.656326	
-28.931594	-26.533121	-69.405845	
-29.531213	-28.331975	-69.555755	
-28.182071	-28.481882	-68.206611	
-29.231405	-27.13274	-68.506416	
-29.531213	-29.831022	-67.756896	
-28.931594	-29.231405	-68.656326	
-28.182071	-31.180164	-68.656326	
-28.631786	-30.880355	-68.95613	
-28.931594	-31.180164	-67.906799	
-28.032167	-32.529308	-68.506416	
-28.182071	-31.629878	-66.857467	
-27.13274	-33.128925	-67.157279	
-27.732358	-33.728542	-67.007369	
-27.282644	-33.428733	-66.25785	
-27.732358	-33.428733	-67.307182	
-27.432548	-36.576732	-67.157279	
-26.982835	-34.478065	-66.25785	
-26.982835	-33.728542	-65.808135	
-25.933502	-35.077686	-67.457084	
-26.533121	-35.677303	-66.25785	
-25.783597	-35.227588	-66.557662	
-25.633693	-35.5274	-66.107948	
-25.183979	-37.026447	-66.857467	
-24.434455	-36.576732	-64.908706	
-25.783597	-37.176349	-65.808135	
-24.434455	-37.77597	-65.658233	
-24.284551	-37.176349	-65.208518	
-26.383216	-37.026447	-66.407752	
-25.183979	-36.576732	-66.107948	
-23.834836	-38.225681	-64.908706	
-24.734266	-37.176349	-65.808135	
-24.88417	-38.225681	-67.457084	
-23.235218	-36.127017	-67.007369	
-23.984741	-37.176349	-66.25785	
-23.834836	-35.827209	-66.857467	
-23.235218	-37.626064	-66.557662	
-24.134647	-37.476158	-67.157279	
-23.535028	-37.176349	-67.307182	
-23.385124	-36.576732	-66.857467	
-22.635601	-37.026447	-66.857467	
-23.085313	-36.576732	-67.307182	
-23.984741	-36.426826	-67.307182	
-22.035982	-36.127017	-67.007369	
-22.33579	-35.077686	-67.457084	
-21.886077	-35.077686	-68.206611	
-21.886077	-35.827209	-68.206611	
-21.886077	-36.576732	-68.656326	
-22.485694	-35.227588	-68.056709	
-22.035982	-34.478065	-70.605087	
-21.136554	-34.328163	-69.405845	
-21.136554	-33.878448	-69.405845	
-19.337697	-34.328163	-70.455177	
-19.337697	-34.328163	-70.455177	
-17.988555	-33.428733	-72.403938	
-17.988555	-33.428733	-72.403938	
-16.939224	-32.979019	-72.853652	
-16.939224	-32.979019	-72.853652	
-19.037889	-32.979019	-71.654418	
-19.037889	-32.979019	-71.654418	
-19.037889	-32.229496	-73.603179	
-19.037889	-32.229496	-73.603179	
-18.138462	-30.430641	-72.254035	
-16.489509	-31.779783	-72.403938	
-16.489509	-31.779783	-72.403938	
-16.639415	-32.379402	-73.753082	
-16.639415	-32.379402	-73.753082	
-17.838651	-31.929687	-73.303367	
-17.838651	-31.929687	-73.303367	
-17.388938	-30.430641	-74.052894	
-17.388938	-30.430641	-74.052894	
-18.288366	-30.580545	-73.603179	
-18.288366	-30.280736	-72.853652	
-18.288366	-30.280736	-72.853652	
-16.639415	-31.180164	-73.303367	
-16.639415	-31.180164	-73.303367	
-17.388938	-31.180164	-73.303367	
-17.388938	-31.180164	-73.303367	
-17.838651	-31.929687	-72.254035	
-17.838651	-31.929687	-72.254035	
-18.138462	-33.128925	-73.003555	
-18.138462	-33.128925	-73.003555	
-18.138462	-33.578639	-73.753082	
-16.939224	-33.428733	-72.403938	
-16.939224	-33.428733	-72.403938	
-16.639415	-35.5274	-72.254035	
-16.639415	-35.5274	-72.254035	
-17.688747	-34.178256	-72.104133	
-17.688747	-34.178256	-72.104133	
-17.388938	-34.777877	-71.204704	
-17.388938	-34.777877	-71.204704	
-17.239032	-37.626064	-71.054801	
-17.239032	-37.626064	-71.054801	
-16.639415	-38.975204	-70.455177	
-17.988555	-39.874633	-70.305274	
-17.988555	-39.874633	-70.305274	
-16.489509	-41.073871	-70.605087	
-16.489509	-41.073871	-70.605087	
-15.889892	-39.724727	-69.705657	
-15.889892	-39.724727	-69.705657	
-16.939224	-41.073871	-68.806228	
-16.639415	-40.923965	-69.405845	
-17.388938	-41.223773	-68.95613	
-17.089128	-41.223773	-68.95613	
-17.089128	-40.47425	-68.95613	
-17.388938	-42.123203	-70.155372	
-17.239032	-43.472343	-68.056709	
-14.390846	-41.673488	-68.95613	
-16.189701	-43.022632	-68.806228	
-15.140369	-41.223773	-67.906799	
-14.840559	-43.172534	-68.656326	
-17.089128	-43.172534	-67.457084	
-14.091036	-43.622249	-67.457084	
-17.089128	-42.872726	-68.656326	
-15.590083	-41.673488	-69.405845	
-15.440178	-43.772155	-69.85556	
-15.739988	-43.472343	-69.555755	
-12.891799	-42.123203	-68.656326	
-14.990465	-43.022632	-69.10604	
-13.941132	-42.273109	-69.555755	
-14.390846	-43.622249	-70.155372	
-13.191609	-42.572917	-69.85556	
-11.992371	-42.572917	-69.85556	
-12.442086	-43.022632	-68.806228	
-11.092944	-43.172534	-68.656326	
-9.593897	-42.423011	-70.155372	
-10.34342	-44.821487	-69.705657	
-9.443993	-43.022632	-71.054801	
-9.743802	-42.572917	-69.555755	
-10.193516	-44.221866	-70.305274	
-8.69447	-43.772155	-69.555755	
-8.844374	-44.371772	-69.405845	
-9.743802	-44.221866	-68.506416	
-10.043611	-43.622249	-69.705657	
-8.094851	-46.320533	-68.95613	
-9.443993	-45.720912	-67.756896	
-8.544565	-47.519771	-69.705657	
-7.045518	-45.57101	-68.206611	
-5.696376	-44.521678	-70.605087	
-4.796948	-45.121295	-68.95613	
-4.796948	-45.870819	-68.656326	
-1.349142	-45.870819	-68.95613	
-1.049332	-44.821487	-70.455177	
0.0	-45.57101	-70.455177	
0.899428	-46.470436	-70.155372	
0.599619	-45.870819	-70.155372	
0.449714	-44.971389	-69.555755	
1.199237	-44.521678	-69.85556	
1.94876	-44.971389	-70.605087	
3.597711	-44.821487	-69.405845	
4.047425	-46.620342	-70.155372	
4.647044	-44.521678	-69.85556	
5.396567	-45.720912	-70.605087	
7.795041	-43.172534	-71.204704	
7.795041	-42.872726	-71.204704	
9.593897	-42.423011	-70.754989	
9.593897	-42.872726	-70.155372	
8.69447	-42.273109	-71.354606	
10.34342	-41.673488	-70.754989	
11.092944	-42.872726	-70.155372	
12.142276	-41.673488	-70.155372	
11.692563	-40.624156	-72.403938	
12.741895	-39.574825	-69.85556	
14.091036	-40.923965	-70.455177	
14.990465	-40.624156	-69.85556	
14.390846	-40.923965	-69.405845	
14.840559	-38.525493	-71.954223	
14.840559	-38.525493	-71.954223	
16.189701	-39.574825	-71.054801	
16.189701	-39.574825	-71.054801	
15.889892	-39.275016	-70.155372	
15.889892	-39.275016	-70.155372	
15.739988	-38.375587	-70.305274	
15.739988	-38.375587	-70.305274	
15.140369	-37.77597	-71.204704	
15.140369	-37.77597	-71.204704	
15.440178	-37.176349	-71.354606	
15.739988	-34.92778	-73.153465	
15.739988	-34.92778	-73.153465	
17.239032	-32.979019	-72.403938	
17.239032	-32.979019	-72.403938	
17.688747	-33.428733	-72.104133	
17.688747	-33.428733	-72.104133	
